#-01,2015-07-14,12 Year Old Jesus,Luk 2:40-52,1,0,0,1,0,NorthOak SIBIchapel,,Glorifying God Growth Jesus Ministry
#-02,2019-05-12,2 Timothy: Fighting To The End,2Ti 3:12-17,1,0,1,1,0,Sunnyside,NT Books 16,Faithfulness struggle trials preach gospel truth
